ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,UTIL_AVG,UTIL_MAX,UTIL_MIN,UTIL_LATEST,UTIL_VOLATILITY,UTIL_TREND,PAYCOV_1,PAYCOV_2,PAYCOV_3,PAYCOV_4,PAYCOV_5,PAYCOV_AVG,PAYCOV_LATEST,PAYCOV_TREND,N_MONTHS_DELINQUENT,MAX_DELINQUENCY,AVG_DELINQUENCY_SEVERITY,RECENT_DELINQUENCY,SEVERE_DELINQUENCY_FLAG,PERSISTENT_DELINQUENCY_FLAG,BILL_AVG,BILL_LATEST,BILL_MAX,BILL_TREND,BILL_VOLATILITY,PAYAMT_AVG,PAYAMT_LATEST,PAYAMT_MAX,PAYAMT_TREND,PAYAMT_VOLATILITY,BALANCE_TO_LIMIT_LATEST,PAYMENT_CAPACITY,UTILIZATION_STRESS_FLAG
11,200000,2,3,2,34,0,0,2,0,0,-1,11073,9787,5535,2513,1828,3731,2306,12,50,300,3738,66,0,0.055365,0.048935,0.027675,0.012565,0.00914,0.018655,0.0287225,0.055365,0.00914,0.055365,0.017632162315401552,0.009086999999999996,0.2356186778379483,0.002168021680216802,0.019896538002387585,0.16411378555798686,1.00187617260788,0.2847346391372839,0.2356186778379483,-0.16944607534176348,1,2,0.3333333333333333,0,0,0,5744.5,11073,11073,1817.3999999999996,3526.4324630803108,1078.6666666666667,2306,3738,-6.514285714285978,1437.9469933052314,0.055365,0.01153,0
12,260000,2,1,2,51,-1,-1,-1,-1,-1,2,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,0,0.04715769230769231,0.08334615384615385,0.03833076923076923,0.03275769230769231,0.08571923076923077,0.05256923076923077,0.056646794871794866,0.08571923076923077,0.03275769230769231,0.04715769230769231,0.020699830561849614,-0.0008172527472527486,1.0068297185048454,1.0,1.0077492074674181,1.0006281688876923,0.0,0.8030414189719911,1.0068297185048454,0.20130312681219983,1,2,0.3333333333333333,0,0,0,14728.166666666666,12261,22287,-212.48571428571287,5381.9559460809,11051.333333333334,21818,22301,3059.1428571428564,8434.122749613949,0.04715769230769231,0.08391538461538461,0
13,630000,2,2,2,41,-1,0,-1,-1,-1,-1,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0,0.019265079365079363,0.010317460317460317,0.010317460317460317,0.010317460317460317,0.010317460317460317,0.004555555555555556,0.010848412698412697,0.019265079365079363,0.004555555555555556,0.019265079365079363,0.0043121527980337524,0.0021013605442176857,0.15384615384615385,1.0,1.0,1.0,1.0,0.8307692307692307,0.15384615384615385,-0.1692307692307693,0,0,0.0,0,0,0,6834.5,12137,12137,1323.8571428571424,2716.6562627612643,3895.0,1000,6500,453.99999999999994,2737.4181875141644,0.019265079365079363,0.0015873015873015873,0
14,70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1,0.9400285714285714,0.9624142857142857,0.9385857142857142,0.9540285714285714,0.5162428571428571,0.5270571428571429,0.8063928571428572,0.9624142857142857,0.5162428571428571,0.9400285714285714,0.201530770890319,0.09679795918367345,0.04749959180038296,0.0,0.04492228444790512,0.08301740598278773,0.04065701740120345,0.04321925992645585,0.04749959180038296,-0.006933225718442876,4,2,1.1666666666666667,1,0,1,56447.5,65802,67369,6775.857142857142,14107.15396232233,1783.3333333333333,3200,3200,328.5714285714283,1378.9085861248705,0.9400285714285714,0.045714285714285714,1
15,250000,1,1,2,29,0,0,0,0,0,0,70887,67060,63561,59696,56875,55512,3000,3000,3000,3000,3000,3000,0,0.283548,0.26824,0.254244,0.238784,0.2275,0.222048,0.24906066666666668,0.283548,0.222048,0.283548,0.02192504776632324,0.012719428571428555,0.044736057262153295,0.04719875395289564,0.05025462342535513,0.05274725274725275,0.054042369217466496,0.04979581132102466,0.044736057262153295,-0.002416112270498352,0,0,0.0,0,0,0,62265.166666666664,70887,70887,3179.8571428571404,5481.261941580809,3000.0,3000,3000,0.0,0.0,0.283548,0.012,0
16,50000,2,3,3,23,1,2,0,0,0,0,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,0,1.01228,0.58346,0.56232,0.57542,0.59062,0.60422,0.6547200000000001,1.01228,0.56232,1.01228,0.16042259358747862,0.057306285714285664,0.0,0.05335040546308152,0.03823294289388621,0.040635264637160946,0.04303068418787859,0.03504985943640145,0.0,-0.007334622754983662,2,2,0.5,1,0,0,32736.0,50614,50614,2865.314285714285,8021.12967937393,1033.3333333333333,0,1500,-142.85714285714286,481.8944098266987,1.01228,0.0,1
17,20000,1,1,2,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,1,0.7688,0.9005,0.8714,0.9169,0.89525,0.9552,0.884675,0.9552,0.7688,0.7688,0.05770287218443579,-0.027478571428571446,0.1776790671848973,0.0,0.081797360671829,0.0,0.08636934673366835,0.06916915491807893,0.1776790671848973,0.018261944090245782,4,2,1.3333333333333333,0,0,1,17693.5,15376,19104,-549.5714285714279,1154.0574436887157,1058.3333333333333,3200,3200,358.5714285714284,1189.6836647706914,0.7688,0.16,0
18,320000,1,1,1,49,0,0,0,-1,-1,-1,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,0,0.79151875,0.770425,0.608321875,0.21898125,0.0183,0.611246875,0.5031322916666667,0.79151875,0.0183,0.79151875,0.28669668012622557,0.10134499999999999,0.04201414803517539,0.051370830614960214,1.0837115049804493,3.4153005464480874,1.0,1.1184794060157344,0.04201414803517539,-0.5279901419762777,0,0,0.0,0,0,0,161002.33333333334,253286,253286,32430.399999999994,91742.93764039218,60316.166666666664,10358,195599,-19973.342857142852,64942.154769755594,0.79151875,0.03236875,0
19,360000,2,1,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,1,0.16666666666666666,1,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
20,180000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,1,0.16666666666666666,1,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
21,130000,2,3,2,39,0,0,0,0,0,-1,38358,27688,24489,20616,11802,930,3000,1537,1000,2000,930,33764,0,0.2950615384615385,0.21298461538461538,0.18837692307692308,0.15858461538461538,0.09078461538461538,0.007153846153846154,0.15882435897435898,0.2950615384615385,0.007153846153846154,0.2950615384615385,0.0912877001007137,0.05245516483516481,0.1083501878069922,0.06276287312670994,0.04850601474582848,0.1694628029147602,1.0,0.2778163757188582,0.1083501878069922,-0.1889999554174067,0,0,0.0,0,0,0,20647.166666666668,38358,38358,6819.171428571426,11867.40101309278,7038.5,3000,33764,-4371.4,11972.134810327967,0.2950615384615385,0.023076923076923078,0
22,120000,2,2,1,39,-1,-1,-1,-1,-1,-1,316,316,316,0,632,316,316,316,0,632,316,0,1,0.0026333333333333334,0.0026333333333333334,0.0026333333333333334,0.0,0.005266666666666667,0.0026333333333333334,0.0026333333333333334,0.005266666666666667,0.0,0.0026333333333333334,0.0015203557088660146,-0.0001504761904761902,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0,0,0.0,0,0,0,316.0,316,632,-18.05714285714285,182.44268506392174,263.3333333333333,316,632,27.085714285714296,217.15022961586345,0.0026333333333333334,0.0026333333333333334,0
23,70000,2,2,2,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,1,0.5869571428571428,0.6063571428571428,0.6431428571428571,0.6286571428571428,0.6700714285714285,0.6573142857142857,0.6320833333333334,0.6700714285714285,0.5869571428571428,0.5869571428571428,0.02861222969655838,-0.015098367346938785,0.0472847214041701,0.07956463793869391,0.0,0.07677219912589277,0.0,0.04072431169375136,0.0472847214041701,0.009736188162114134,4,2,1.3333333333333333,1,0,1,44245.833333333336,41087,46905,-1056.8857142857164,2002.8560787590861,1835.0,2007,3601,230.8571428571428,1468.2769947572335,0.5869571428571428,0.02867142857142857,0
24,450000,2,1,1,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1,0.012248888888888889,0.04315555555555556,0.0032733333333333334,0.0012444444444444445,0.0,0.0,0.009987037037037039,0.04315555555555556,0.0,0.012248888888888889,0.015417820613024996,0.005506857142857143,1.0004119464469619,1.0,1.0,,,1.0001373154823205,1.0004119464469619,0.00020597322348096244,0,0,0.0,0,0,0,4494.166666666667,5512,19420,2478.085714285714,6938.019275861247,3764.8333333333335,19428,19428,2756.542857142856,7025.656278162837,0.012248888888888889,0.043173333333333334,0
25,90000,1,1,2,23,0,0,0,-1,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,0,0.05271111111111111,0.07855555555555556,0.0,0.059977777777777776,0.07066666666666667,0.09213333333333333,0.059007407407407404,0.09213333333333333,0.0,0.05271111111111111,0.029262759284332442,-0.006669206349206351,0.8142857142857143,,1.0,0.18867924528301888,0.24662325132657983,0.5623970527238283,0.8142857142857143,0.2514308143594384,0,0,0.0,0,0,0,5310.666666666667,4744,8292,-600.2285714285712,2633.64833558992,2733.3333333333335,5757,5757,481.37142857142834,2124.3356347076815,0.05271111111111111,0.06396666666666667,0
26,50000,1,3,2,23,0,0,0,0,0,0,47620,41810,36023,28967,29829,30046,1973,1426,1001,1432,1062,997,0,0.9524,0.8362,0.72046,0.57934,0.59658,0.60092,0.7143166666666666,0.9524,0.57934,0.9524,0.1393535003347801,0.07478228571428569,0.047189667543649845,0.03958582017044666,0.034556564366347915,0.0480069730798887,0.035345803101910406,0.040936965652448705,0.047189667543649845,0.0015266575974036804,0,0,0.0,0,0,0,35715.833333333336,47620,47620,3739.1142857142854,6967.675016739005,1315.1666666666667,1973,1973,158.3142857142857,347.0597531005608,0.9524,0.03946,0
27,60000,1,1,2,27,1,-2,-1,-1,-1,-1,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,-0.0018166666666666667,-0.007083333333333333,0.004316666666666667,-0.00095,0.002116666666666667,-0.00315,-0.0010944444444444445,0.004316666666666667,-0.007083333333333333,-0.0018166666666666667,0.003656636111827507,-0.0004476190476190477,,3.861003861003861,,3.937007874015748,,3.8990058675098043,,-0.07600401301188792,1,1,0.16666666666666666,1,0,0,-65.66666666666667,-109,259,-26.85714285714286,219.39816670965044,416.6666666666667,0,1000,-71.42857142857139,448.7637339278753,-0.0018166666666666667,0.0,0
28,50000,2,3,2,30,0,0,0,0,0,0,22541,16138,17163,17878,18931,19617,1300,1300,1000,1500,1000,1012,0,0.45082,0.32276,0.34326,0.35756,0.37862,0.39234,0.37422666666666665,0.45082,0.32276,0.45082,0.04102735456036889,0.0031577142857142867,0.0805552113025158,0.07574433374118744,0.05593466830741694,0.0792351170038561,0.0509761941173472,0.0684891048944647,0.0805552113025158,0.005566725110766858,0,0,0.0,0,0,0,18711.333333333332,22541,22541,157.88571428571328,2051.3677280184447,1185.3333333333333,1300,1500,52.57142857142849,193.24135743215587,0.45082,0.026,0
29,50000,2,3,1,47,-1,-1,-1,-1,-1,-1,650,3415,3416,2040,30430,257,3415,3421,2044,30430,257,0,0,0.013,0.0683,0.06832,0.0408,0.6086,0.00514,0.13402666666666668,0.6086,0.00514,0.013,0.21362258297182804,-0.04440228571428569,1.0,1.001463700234192,1.0019607843137255,1.0,1.0,1.0006848969095834,1.0,0.0001463700234191976,0,0,0.0,0,0,0,6701.333333333333,650,30430,-2220.114285714286,10681.129148591403,6594.5,3415,30430,-51.97142857142888,10744.531706097448,0.013,0.0683,0
30,50000,1,1,2,26,0,0,0,0,0,0,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0,0.30658,0.3315,0.34992,0.35814,0.3675,0.228,0.32360666666666665,0.3675,0.228,0.30658,0.047089301922576376,0.007905142857142873,0.09049773755656108,0.08573388203017833,0.05584408331937231,0.05442176870748299,0.14035087719298245,0.08536966976131544,0.09049773755656108,-0.006839416595014752,0,0,0.0,0,0,0,16180.333333333334,15329,18375,395.25714285714275,2354.465096128819,1100.0,1500,1600,205.71428571428567,547.7225575051662,0.30658,0.03,0
31,230000,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0,0.07237391304347826,0.07506521739130435,0.05767826086956522,0.06669130434782608,0.062204347826086956,0.16053478260869566,0.08242463768115943,0.16053478260869566,0.05767826086956522,0.07237391304347826,0.035414577832318966,-0.011749565217391303,1.0002896032435564,1.001130710085934,1.0,1.0,1.009993770820356,1.0022828168299691,1.0002896032435564,-0.0018277625067666427,0,0,0.0,0,0,0,18957.666666666668,16646,36923,-2702.3999999999987,8145.352901433363,16248.166666666666,17270,37292,438.5428571428557,10964.250809132176,0.07237391304347826,0.07508695652173913,0
32,50000,1,2,2,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1,0.61036,0.59236,0.44204,0.45468,0.46434,0.4736,0.50623,0.61036,0.44204,0.61036,0.06814039599728393,0.03014914285714286,0.05800526706732392,0.0678671613428649,0.04398697985396323,0.04307188697936857,0.04222972972972973,0.05103220499465007,0.05800526706732392,0.005634634903868466,1,2,0.3333333333333333,1,0,0,25311.5,30518,30518,1507.457142857142,3407.019799864196,1155.6666666666667,1718,1718,185.99999999999994,341.7570612129161,0.61036,0.03436,0
33,100000,1,1,2,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504,0,0.93036,0.84071,0.8288,0.80958,0.78703,0.75589,0.825395,0.93036,0.75589,0.93036,0.05449270126968075,0.030074571428571374,0.03595770241819415,0.04236245173745174,0.04078658069616344,0.04071001105421648,0.04233420206643824,0.04043018959449281,0.03595770241819415,-0.0011100558613252928,0,0,0.0,0,0,0,82539.5,93036,93036,3007.4571428571435,5449.270126968076,3124.0,3023,3511,103.59999999999995,313.11073653474955,0.93036,0.03023,0
34,500000,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0,0.021858,0.008304,0.045444,0.015042,0.142878,0.017962,0.04191466666666666,0.142878,0.008304,0.021858,0.0466080610290633,-0.010109714285714283,1.0,1.0046210720887245,1.0,1.0,0.10923059792896114,0.822770334003537,1.0,0.17861598762308017,0,0,0.0,0,0,0,20957.333333333332,10929,71439,-5054.857142857142,23304.030514531652,26417.0,4152,71439,-6729.428571428571,26372.09682600153,0.021858,0.008304,0
35,500000,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,0,0.027418,0.010012,0.06226,0.00636,0.0,0.010586,0.019439333333333333,0.06226,0.0,0.027418,0.020870558934111525,0.004859885714285713,1.0,1.00154192097655,1.0,,1.0,1.0003854802441374,1.0,0.0001541920976548846,0,0,0.0,0,0,0,9719.666666666666,13709,31130,2429.9428571428557,10435.279467055761,7570.833333333333,5006,31178,2915.0,10738.87555281692,0.027418,0.010012,0
36,160000,1,1,2,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,0,0.18915625,-0.00081875,-0.00329375,-0.00576875,-0.0093,-0.011775,0.026366666666666663,0.18915625,-0.011775,0.18915625,0.07289126432523005,0.02950214285714285,,,,,,,,,0,0,0.0,0,0,0,4218.666666666667,30265,30265,4720.342857142856,11662.602292036809,380.0,131,792,-20.057142857142836,261.68747263354686,0.18915625,0.00081875,0
37,280000,1,2,1,40,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0,0.6660821428571428,0.6476,0.6443642857142857,0.6086071428571429,0.621075,0.6336178571428571,0.6368910714285715,0.6660821428571428,0.6086071428571429,0.6660821428571428,0.01863460667988312,0.007932959183673453,0.04426233124503662,0.04467304430723526,0.036969661404847136,0.036802548576488923,0.03607401937851228,0.03975632098242405,0.04426233124503662,0.002424711946379498,0,0,0.0,0,0,0,178329.5,186503,186503,2221.2285714285777,5217.6898703672805,6987.166666666667,8026,8060,323.5714285714282,758.7771778035734,0.6660821428571428,0.028664285714285715,0
38,60000,2,2,2,22,0,0,0,0,0,-1,15054,9806,11068,6026,-28335,18660,1500,1518,2043,0,47671,617,0,0.2509,0.16343333333333335,0.18446666666666667,0.10043333333333333,-0.47225,0.311,0.08966388888888889,0.311,-0.47225,0.2509,0.25989724080744103,0.048302380952380944,0.1529675708749745,0.13715215034333214,0.33903086624626616,,2.554715969989282,0.7959666393634637,0.1529675708749745,-0.7407123913245862,0,0,0.0,0,0,0,5379.833333333333,15054,18660,2898.1428571428546,15593.834448446461,8891.5,1500,47671,-3771.457142857144,17355.500902691725,0.2509,0.025,0
39,50000,1,1,2,25,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,0.0,0.0156,0.0,0.0,0.0,0.0,0.0026,0.0156,0.0,0.0,0.005813776741499453,0.0013371428571428573,1.0,,,,,1.0,1.0,,1,1,0.16666666666666666,1,0,0,130.0,0,780,66.85714285714286,290.68883707497264,130.0,780,780,111.42857142857139,290.68883707497264,0.0,0.0156,0
40,280000,1,1,2,31,-1,-1,2,-1,0,-1,498,9075,4641,9976,17976,9477,9075,0,9976,8000,9525,781,0,0.0017785714285714286,0.032410714285714286,0.016575,0.035628571428571426,0.0642,0.03384642857142857,0.03073988095238095,0.0642,0.0017785714285714286,0.0017785714285714286,0.019128175052868335,-0.007850306122448974,1.0,0.0,1.0,0.44503782821539833,1.0050648939537827,0.6900205444338361,1.0,-0.04551676161229643,1,2,0.3333333333333333,0,0,0,8607.166666666666,498,17976,-2198.0857142857135,5355.889014803134,6226.166666666667,9075,9976,424.88571428571373,4175.741028714411,0.0017785714285714286,0.032410714285714286,0
41,360000,1,1,2,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0,0.6074111111111111,0.6147111111111111,0.5747083333333334,1.7463861111111112,0.5443583333333334,0.4978444444444444,0.7642365740740741,1.7463861111111112,0.4978444444444444,0.6074111111111111,0.4409841199952736,-0.011793888888888908,0.045188345022051914,0.033833587085236476,0.009543517645168833,0.9636217973250871,0.1562290764629737,0.2416832647081036,0.045188345022051914,-0.11518696731216951,0,0,0.0,0,0,0,275125.1666666667,218668,628699,-4245.7999999999965,158754.28319829848,40640.0,10000,188840,-6166.857142857147,66753.13725461398,0.6074111111111111,0.027777777777777776,0
42,70000,2,1,2,25,0,0,0,0,0,0,67521,66999,63949,63699,64718,65970,3000,4500,4042,2500,2800,2500,0,0.9645857142857143,0.9571285714285714,0.9135571428571428,0.9099857142857143,0.9245428571428571,0.9424285714285714,0.9353714285714286,0.9645857142857143,0.9099857142857143,0.9645857142857143,0.020873454156784262,0.006060408163265279,0.04477678771324945,0.0703685749581698,0.06345468531688095,0.03862912945393863,0.042443534940124296,0.051934542476472625,0.04477678771324945,0.003640595105048145,0,0,0.0,0,0,0,65476.0,67521,67521,424.2285714285686,1461.1417909748984,3223.6666666666665,3000,4500,261.1999999999998,771.9675439349046,0.9645857142857143,0.04285714285714286,0
43,10000,1,2,2,22,0,0,0,0,0,0,1877,3184,6003,3576,3670,4451,1500,2927,1000,300,1000,500,0,0.1877,0.3184,0.6003,0.3576,0.367,0.4451,0.3793499999999999,0.6003,0.1877,0.1877,0.12530773785631383,-0.03400285714285714,0.47110552763819097,0.4875895385640513,0.2796420581655481,0.08174386920980926,0.2246686137946529,0.30894992147445055,0.47110552763819097,0.0898719497041318,0,0,0.0,0,0,0,3793.5,1877,6003,-340.0285714285715,1253.0773785631384,1204.5,1500,2927,328.02857142857135,861.4336403151822,0.1877,0.15,0
