ID,shap_LIMIT_BAL,shap_AGE,shap_PAY_0,shap_PAY_2,shap_PAY_3,shap_PAY_4,shap_PAY_5,shap_PAY_6,shap_BILL_AMT1,shap_BILL_AMT2,shap_BILL_AMT3,shap_BILL_AMT4,shap_BILL_AMT5,shap_BILL_AMT6,shap_PAY_AMT1,shap_PAY_AMT2,shap_PAY_AMT3,shap_PAY_AMT4,shap_PAY_AMT5,shap_PAY_AMT6,shap_UTIL_AVG,shap_UTIL_MAX,shap_UTIL_MIN,shap_UTIL_LATEST,shap_UTIL_VOLATILITY,shap_UTIL_TREND,shap_PAYCOV_AVG,shap_PAYCOV_LATEST,shap_PAYCOV_TREND,shap_N_MONTHS_DELINQUENT,shap_MAX_DELINQUENCY,shap_AVG_DELINQUENCY_SEVERITY,shap_RECENT_DELINQUENCY,shap_SEVERE_DELINQUENCY_FLAG,shap_PERSISTENT_DELINQUENCY_FLAG,shap_BILL_AVG,shap_BILL_LATEST,shap_BILL_MAX,shap_BILL_TREND,shap_BILL_VOLATILITY,shap_PAYAMT_AVG,shap_PAYAMT_LATEST,shap_PAYAMT_MAX,shap_PAYAMT_TREND,shap_PAYAMT_VOLATILITY,shap_BALANCE_TO_LIMIT_LATEST,shap_PAYMENT_CAPACITY,shap_UTILIZATION_STRESS_FLAG,shap_SEX_1,shap_SEX_2,shap_EDUCATION_1,shap_EDUCATION_2,shap_EDUCATION_3,shap_EDUCATION_4,shap_MARRIAGE_1,shap_MARRIAGE_2,shap_MARRIAGE_3
13100,-0.02162571,-0.042723063,-0.2135269,-0.0007021457,0.0069601485,0.003512258,0.0018360694,-0.0023372564,-0.10290376,-0.020407796,0.019118313,0.0035907833,-0.058503203,0.01700391,-0.01395715,-0.026782952,-0.008295095,-0.037720546,-0.008296767,-0.028169094,0.028133884,0.17723405,0.0151414685,0.17285398,0.03048927,0.029601557,-0.044487093,-0.013850111,0.03281956,-0.1291454,-0.17918773,-0.12274797,-0.02854918,-1.0573772e-05,0.0,-0.04503452,-0.023030961,-0.032604016,-0.034041345,-0.010983811,-0.0077544516,0.0066178786,-0.052980397,-0.047059413,-0.046179015,0.030295542,0.0037962284,-0.0016210396,0.027383659,0.009813057,0.00034202664,0.016967682,0.0020676875,0.007233843,-0.0134203015,-0.05056051,-4.2372103e-06
10390,0.13006958,-0.022329506,0.72689056,0.004187503,0.03165758,0.00485462,-0.027221158,0.0010303338,0.055195037,-0.017467834,-0.03718113,-0.037664432,0.07960759,-0.030912643,0.01493168,0.04604797,0.07390784,0.051895503,0.041739333,0.07167453,-0.020925798,0.055106513,0.062028993,0.013982864,0.012790367,0.0063100234,0.14524382,0.08137293,0.0038203392,0.2604125,0.29768202,0.2410456,0.043449543,8.877918e-05,0.0,0.018706089,0.021651886,0.046876363,-0.0030230135,0.1832293,0.002708162,-0.0029820271,-0.015914533,0.018575627,-0.013889867,-0.007903238,0.027299536,-0.0011585169,-0.01579374,-0.0061902907,-0.0022203508,0.0020420586,0.0058656405,0.012890796,0.023287123,0.032885186,0.00033230815
26917,0.0010484739,-0.004630469,0.7295295,0.00036535435,-0.13286307,0.0012096355,-0.0016726444,-0.003064403,-0.013985001,-0.04252111,-0.02441461,0.0032036575,-0.009926167,-0.015286327,0.03388265,-0.059143487,0.010529227,-0.08434814,-3.0985124e-05,-0.03625579,-0.039008778,0.022485172,0.039847404,0.12644774,0.1652698,0.026951345,-0.11388276,0.052499916,-0.047352,0.2416154,0.43545678,0.21993914,0.03264781,7.866365e-05,0.0,-0.0362538,-0.0011382138,0.0047438783,-0.009285272,0.05281402,-0.014637091,-4.0923307e-05,-0.035619736,0.008187628,0.037156552,0.01075619,0.014172837,0.011210007,0.026605168,0.023401773,8.6777436e-05,0.008185052,0.004936474,0.010221657,0.032755073,0.049034894,2.2955937e-05
1154,-0.06553331,-0.03544978,-0.107276626,0.0015307029,-0.0059358585,0.0033327437,0.003481436,0.011935818,-0.08860112,0.0073617664,0.0019298139,-0.005039265,0.048889097,-0.022381362,0.039546665,-0.07591768,-0.060574442,0.012422422,0.027601624,-0.04432703,-0.059532598,-0.020786686,0.0017772457,-0.071038164,-0.0027501015,-0.003145599,0.03544482,-0.007509974,-0.013861721,-0.1736973,-0.22675006,-0.13131283,-0.021674525,-1.0573772e-05,0.0,0.075870275,-0.027390571,-0.011196656,-0.0279452,-0.049467377,-0.043180943,-0.001220079,-0.10081075,0.046425983,0.044450637,-0.022674691,-0.014624351,-0.0013653842,-0.014789427,-0.008076757,-0.0025534877,-0.012676695,0.012536459,0.01046788,-0.024558557,-0.04623263,1.3570953e-05
23279,-0.030432386,0.05173107,-0.061343573,0.0060945563,-0.006852827,0.0007435176,0.007947669,0.013307141,0.2933489,-0.014441811,0.0024349983,0.046463348,0.057682108,-0.012280391,-0.14011261,-0.006640905,-0.06808201,-0.015333454,-0.042447403,-0.072598904,-0.065230034,-0.055739738,0.023026861,-0.07224334,0.014049197,3.9993876e-05,-0.042181432,-0.04368571,0.0050057573,-0.14181258,-0.16988026,-0.120782554,-0.019265026,-1.0573772e-05,0.0,0.08029598,0.06145522,-0.01738774,0.006372003,-0.064242154,-0.03240377,0.010741964,0.0042318082,-0.04167238,0.096167356,-0.021275954,0.035652235,-0.0013653842,-0.014704826,-0.006008831,0.00046772853,0.011031866,0.0066126636,0.008221901,0.014997207,0.045530707,-5.053689e-07
6548,-0.06907492,0.010049454,-0.21654314,-0.00109118,0.0094626155,0.0034038804,-0.0004451201,0.010483358,-0.15539916,-0.027446784,-0.05096306,-0.0021016814,0.028721856,-0.013656388,0.021025788,0.09596181,-0.028865792,-0.009151501,-0.03154262,0.06975517,-0.07429011,-0.05860676,0.017552627,-0.070259914,-0.03142186,-0.012480754,-0.04683921,-0.047519274,-0.122723,-0.17574468,-0.24581291,-0.13156477,-0.025866749,-1.2898648e-05,0.0,-0.055564117,-0.028546562,-0.04386967,-0.08149049,-0.07016043,-0.03296523,0.011042198,-0.062209833,-0.00022693977,0.02505417,-0.013409612,-0.03004252,-0.0016210396,-0.02931173,-0.008608032,0.00040654145,0.0054235538,0.005508296,0.009276217,0.01944357,0.039535172,-4.2372103e-06
18966,-0.11311295,-0.06056165,-0.12142995,-0.012636618,-0.014461784,-3.271185e-05,0.005654663,-0.027780194,0.23166214,0.02641493,-0.02441375,-0.014117597,-0.077752545,-0.0005449079,0.06373976,-0.3193253,-0.061839726,-0.031541813,-0.011284831,-0.05248342,-0.053004563,0.034437764,0.00040205778,-0.06287624,-0.0123538105,-0.0010333648,-0.036112327,-0.24012768,0.04297414,-0.1482824,-0.20957443,-0.10259953,-0.022652315,-1.0573772e-05,0.0,-0.058616288,0.06695957,-0.01396466,0.039822254,-0.072284035,0.015799724,0.013056839,-0.005737026,-0.017571658,0.051157158,-0.022525188,0.032547615,-0.0013653842,-0.018923976,0.013317003,-0.0024153157,-0.015089969,0.004041969,0.007941087,-0.015493986,-0.030390529,5.3019357e-06
9216,0.0055773216,-0.042945184,-0.08288368,0.009261667,-0.0058761607,0.014556487,0.0021967276,0.0045943693,0.08271935,0.0004440896,-0.05492505,-0.03429853,0.08700239,0.026327396,0.082359426,0.07718087,0.084104955,0.011878549,-0.11828036,-0.00998184,-0.03791259,-0.009213943,-0.031576086,-0.057572145,-0.01716639,0.009351268,-0.08672605,0.0779793,0.008924186,0.1862889,0.31261167,-0.055219267,-0.058273587,-1.1933477e-05,0.0,0.035913907,0.034057807,-0.028700463,0.096361764,-0.10398941,-0.023806412,-0.004916248,-0.002804144,-0.12344583,0.08479453,-0.011774572,0.0038848391,-0.0038567113,0.026879232,0.015748048,4.9998547e-05,0.009233597,0.008184546,0.011262282,-0.019485671,-0.05360999,1.3570953e-05
23305,0.106068745,0.01784207,-0.19872952,-0.0006268036,0.007887506,0.0035252897,0.0016171865,-0.0018550921,-0.0789238,-0.0003988139,0.018227447,0.038055573,0.014758083,0.0045131845,0.028597252,-0.009671425,-0.024555227,-0.030606657,0.0423184,0.078524925,0.037004232,0.09665219,-0.010423454,0.1275167,0.210188,0.02222248,0.15383594,0.09270731,-0.028170783,-0.12996651,-0.17972174,-0.093070656,-0.026727548,-1.0573772e-05,0.0,-0.02628716,-0.015233042,-0.007383462,-0.06253973,0.012533953,0.015127726,0.00053714326,-0.03046364,-0.045374326,-0.04885157,0.030134182,0.022317685,-0.001376457,-0.02856321,-0.004799667,0.0025780373,0.007600543,0.0024530685,0.0059698485,0.01704989,0.04450948,1.4581801e-06
318,-0.15129031,0.17680177,-0.050570175,-0.00051855284,-0.0020697385,-0.008387172,-0.03320142,0.011146835,0.16742471,-0.0065279356,-0.05145867,-0.0045671384,0.052183356,-0.011202319,0.045806546,0.035663493,0.044046678,-0.036949005,0.024349095,0.06223627,-0.09577322,-0.004859734,0.004358345,-0.049960747,-0.062075138,-0.001688672,-0.07145878,-0.03905367,0.005023326,0.18448763,-0.08252731,-0.14205924,0.023384726,-1.2898648e-05,0.0,0.010569829,0.04798815,-0.0280794,-0.008565813,0.092887916,0.06411577,-0.0019004939,0.01833978,0.031315856,-0.031866502,-0.012631797,0.0029684096,-0.0030826493,-0.020203698,-0.009494629,0.0005102299,-0.0045114667,-0.02429907,0.012223,0.013532004,0.024948068,1.3570953e-05
25593,-0.17274736,0.03820392,-0.2529233,-0.00026653154,-0.001073843,0.0030408024,0.001879291,-0.0018180674,-0.14871936,-0.03994762,0.017027915,0.048144303,-0.12391871,0.017204208,-0.02333403,-0.024296423,-0.0055201715,0.0027371019,0.011649671,-0.031281207,-0.10956421,-0.05732454,-0.012533646,-0.08593687,-0.011939062,-0.033693377,0.16888879,0.09904337,0.019795764,-0.19008309,-0.2442532,-0.124187835,-0.028786978,-1.0573772e-05,0.0,-0.06646188,-0.028925551,-0.04120373,-0.10811179,-0.040531132,-0.03714519,0.014533179,-0.051923327,-0.050440848,-0.078756675,-0.053103052,-0.022094911,-0.0016210396,-0.028772727,-0.007589505,0.0018954241,0.010967736,0.008591776,0.007832967,0.01686545,0.023966707,5.1900215e-06
11010,-0.03878885,-0.06091553,-0.100307934,0.005760053,-0.013016441,-0.0008840084,0.0053654257,0.010612151,0.22770603,0.0011073026,0.018035596,0.017727429,-0.044454474,0.014158837,-0.10494188,-0.017216302,-0.038991787,0.097274736,-0.0250603,-0.06511807,-0.07246516,-0.03460543,-0.011363234,-0.065044045,-0.014018768,0.030331366,-0.059621558,-0.031092465,0.00023267267,-0.14262576,-0.2060779,-0.13231051,-0.02239743,-1.0573772e-05,0.0,0.011939284,0.044101387,-0.00217396,0.12735018,-0.09257732,-0.10127481,-0.006839882,-0.01710786,0.031931352,0.057149626,-0.013536144,0.011260098,-0.0013653842,-0.0006062661,0.001194584,-0.002615455,-0.013014985,0.0016839209,0.008423867,-0.019919954,-0.0535427,1.3570953e-05
5532,-0.048185293,-0.079229034,-0.10351802,-0.013646829,-0.012236965,0.014583451,0.0060910746,0.013416944,0.20927168,0.010773129,-0.040309474,0.005140308,0.038443454,0.014193023,0.06257628,-0.03822765,0.13858484,-0.026701717,-0.03777621,-0.03253666,-0.03444739,0.02072164,-0.021745581,-0.046977326,-0.068587795,-0.0059959753,-0.13135713,-0.036273867,-0.0077120517,0.19805047,-0.113808215,-0.20402887,0.01120169,-1.0573772e-05,0.0,-0.019689508,0.05513851,-0.01593876,0.11747305,-0.08167743,-0.021434931,-0.0020964937,-0.06831317,0.015159955,0.003452764,-0.011495686,0.007844706,-0.0017156233,-0.011671048,-0.011763262,0.00012819361,0.010416644,0.01351651,0.011821154,-0.007485305,-0.036910497,1.3570953e-05
28714,-0.043694083,0.018008074,-0.060678482,0.0041614636,-0.005776272,0.0012624307,0.005081175,0.026348153,0.19286387,0.027244968,0.032329813,-0.010743743,0.07100074,-0.010994129,0.03345009,-0.021522589,-0.12249807,0.064136654,-0.0262338,-0.033900563,-0.031472843,0.0047122594,0.0144817,-0.05500663,0.01497947,-0.0039131097,0.003978128,-0.095919326,0.06557545,-0.15032008,-0.17997184,-0.120002784,-0.020938255,-7.922725e-06,0.0,0.06526281,0.050199118,-0.029462501,-0.009945016,-0.026366401,-0.037224114,0.0022252433,-0.03565098,-0.08195015,0.063092664,-0.019469649,-0.038531486,-0.0013653842,-0.005357831,-0.0012216945,-0.0026598102,-0.022380324,0.0050118878,0.010285331,-0.016932018,-0.08348383,5.3019357e-06
18004,-0.00878654,-0.0045802165,-0.189974,0.012689881,0.029747764,-0.051886942,-0.0011323446,-0.011792513,-0.082189985,-0.020986395,0.020124521,0.008284819,-0.07055264,0.018927066,-0.0791524,0.08464309,-0.0062693506,0.046711605,-0.007342325,-0.03308347,0.011114421,-0.015540607,0.042710673,-0.03948073,-0.004259635,0.07338203,0.039555207,-0.022475295,-0.040658776,0.34737274,0.4814059,0.45260823,0.04471249,8.877918e-05,0.0,-0.031710554,-0.014086205,-0.011212563,0.18347627,-0.081561595,0.02799823,0.002069213,-0.044449553,-0.052805346,0.021336276,-0.007851083,-0.02496315,-0.0012110719,0.015404588,0.0034587972,-0.010045093,0.0073177307,0.002338446,0.008020301,-0.015002603,-0.01906848,-5.053689e-07
1285,-0.16931295,-0.029648304,-0.2524967,7.955915e-05,-0.0032551019,0.0030416371,0.001188749,-0.004080438,-0.15591796,-0.0449818,0.011967579,0.015287603,-0.08890511,0.014203444,-0.023793321,-0.044969887,-0.0066833626,-0.01704594,-0.0023564778,-0.054113217,-0.11377532,-0.067526236,0.016898414,-0.16998039,-0.076309435,-0.03141522,-0.026914977,0.04212876,0.017211232,-0.19269758,-0.2503862,-0.12757874,-0.027253458,-1.0573772e-05,0.0,-0.10892114,-0.028664038,-0.038822327,-0.11473853,-0.07681156,-0.03489475,-0.0007855961,-0.07878065,-0.0022413093,-0.04621498,-0.05997607,-0.017071627,-0.0016210396,-0.008289517,-0.008559104,0.0018309093,0.013708305,0.004619826,0.006944536,-0.011111275,-0.03028545,5.1900215e-06
1758,-0.05047154,-0.099723555,-0.1641694,-0.012046427,-0.035520203,-0.009020655,-0.02623518,9.098428e-05,0.2170295,0.010065973,-0.028851606,-0.014285458,0.03243004,-0.024805136,0.04286136,0.096750125,0.14754832,0.05706512,0.04191409,0.07518828,-0.10200414,-0.012320267,0.0035831376,-0.045052603,-0.010104269,0.0009257007,0.06229481,-0.023253914,-0.022413429,-0.1205146,-0.14251526,-0.08072624,-0.019518493,-1.1933477e-05,0.0,0.0031219646,0.033286784,0.07727849,-0.0135841435,0.2779633,0.09684938,-0.0022478746,0.050468095,0.045316383,-0.0018908167,-0.011324129,0.026328085,-0.001376457,-0.014764962,-0.0057918103,-0.002947962,-0.005080127,0.0035731676,0.011406326,-0.005606592,-0.01059262,1.3570953e-05
3085,-0.05684528,0.049991474,-0.05502851,0.0035960865,0.0015949479,0.0033075763,0.008614141,0.013726754,0.2019567,0.021011867,-0.0315423,-0.0065601734,0.06865327,-0.00982637,0.05942392,0.060877733,0.09001297,-0.01620165,0.016231861,-0.086238906,-0.091177404,-0.020455765,0.0019308573,-0.054065,-0.067312844,0.0012851657,-0.05008629,-0.014988862,0.003592152,-0.13197885,-0.1588596,-0.111045726,-0.020433893,-1.2898648e-05,0.0,0.05845476,0.04274791,-0.0114473365,-0.0062396415,0.15309228,-0.034645777,-0.0012588892,-0.0762698,-0.0045868307,0.04655749,-0.015280517,-0.0062555894,-0.0013653842,-0.00850722,-0.0077616526,0.00014487104,-0.0067188214,-0.022773776,0.009181495,0.0041877623,0.012453736,1.3570953e-05
28066,-0.17594428,-0.013224877,1.2130874,0.004466304,0.0185859,0.0027419727,0.011647146,0.0010788164,-0.027097333,-0.048449557,0.08464042,0.0026590303,-0.056795284,-0.0036671767,-0.10333096,-0.058278117,-0.059674866,-0.052813783,-0.039712634,-0.01756164,-0.020786943,0.015657524,0.021447692,-0.02224291,0.01005894,0.018010521,0.005514715,0.06735134,-0.006590201,0.2792442,0.55750346,0.050451998,0.05899759,-1.0573772e-05,0.0,0.034817655,-0.010384956,-0.008887307,-0.022793032,0.04533368,-0.14206548,0.0081211915,-0.012484557,0.111244775,0.06422322,0.010509998,-0.014486218,-0.005922408,-0.020692354,-0.013038574,-0.0055064037,0.009299968,0.006958409,0.011467279,0.01886918,0.03901799,2.8651328e-05
24360,-0.00045278895,0.00872229,0.95380044,0.00608157,0.010073705,0.003505201,-0.0011838832,-0.0018197896,-0.06569616,0.0039315554,0.030833203,0.030708196,-0.06293227,0.023652483,-0.004214317,-0.009326692,0.012055804,-0.021522364,0.004300757,-0.034820996,-0.010625606,0.05806433,0.019377396,0.08114144,-0.009241501,-0.04472248,-0.008499017,0.07818782,0.009702893,0.24094364,0.49009287,0.06673289,0.042906433,-1.0573772e-05,0.0,0.011007848,-0.008735413,-0.018537525,-0.07366079,-0.029143253,-0.013515891,0.004437339,-0.06778258,-0.008606766,-0.16235544,0.019239765,0.0038332525,0.02653115,0.027969701,0.0063394993,-0.0038914972,0.011049671,0.009158663,0.013912957,-0.018658195,-0.037494045,6.515915e-05
29212,0.114170834,-0.016962819,-0.17170632,-0.000251178,0.0074550584,0.0033344682,-0.0017965143,-0.0033894004,-0.090407655,-0.016682798,0.015240597,0.001971705,-0.03452775,-0.03876268,0.0023047333,0.0017015715,-0.0028585652,-0.004737397,0.013690564,0.055201996,0.03809391,0.17834462,0.015101388,0.28178403,0.0833287,0.023391388,-0.033993,-0.04243367,0.018762363,-0.12023552,-0.17246412,-0.09648211,-0.027064895,-1.0573772e-05,0.0,-0.039726395,-0.02189647,-0.021530597,-0.033137467,0.009579047,-0.0031596038,0.0063040946,-0.035052348,-0.037571326,0.034118045,0.031540275,-0.01644933,-0.0013653842,0.019508515,0.010983791,0.006219807,0.011837325,0.0067506395,0.0070252903,-0.017446255,-0.04436297,-4.2372103e-06
22091,-0.05423066,-0.0014940787,-0.34379962,0.004933378,0.0116576515,0.0027931246,-0.0009158093,0.0005287336,1.06360385e-05,0.020314392,0.037057094,-0.002359627,0.103034966,0.06255055,-0.07303089,0.090965405,-0.12644835,-0.020723771,-0.017265668,-0.16444954,0.06473923,0.10842507,0.023418318,0.1299461,0.014415756,-0.035923373,0.059647195,0.10375703,0.013033949,0.1781851,0.2962808,-0.057822354,-0.079700366,-1.2898648e-05,0.0,0.077414714,0.0371281,0.00623984,-0.045363553,0.011852783,-0.043860488,0.010496459,-0.01772448,-0.0024724924,0.007966444,0.036119577,-0.019426623,-0.005922408,-0.022109082,-0.010124555,0.00031256807,0.012553615,0.0012874096,0.009915275,0.013015494,-0.01908332,7.841122e-06
